"index","Title","Authors","Affiliations","keywords","cite_key","abstract","pdf_url"
"0690","DivSwapper: Towards Diversified Patch-based Arbitrary Style Transfer","Zhizhong Wang, Lei Zhao, Haibo Chen, Zhiwen Zuo, Ailin Li, Wei Xing, Dongming Lu","","['Application domains: Images and visual arts', 'Methods and resources: Machine learning, deep learning, neural models, reinforcement learning', 'Theory and philosophy of arts and creativity in AI systems: Autonomous creative or artistic AI']","@inproceedings{ijcai2022p690,   title     = {DivSwapper: Towards Diversified Patch-based Arbitrary Style Transfer},   author    = {Wang, Zhizhong and Zhao, Lei and Chen, Haibo and Zuo, Zhiwen and Li, Ailin and Xing, Wei and Lu, Dongming},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {4980--4987},   year      = {2022},   month     = {7},   note      = {AI and Arts},   doi       = {10.24963/ijcai.2022/690},   url       = {https://doi.org/10.24963/ijcai.2022/690}, }","Gram-based and patch-based approaches are two important research lines of style transfer. Recent diversified Gram-based methods have been able to produce multiple and diverse stylized outputs for the same content and style images. However, as another widespread research interest, the diversity of patch-based methods remains challenging due to the stereotyped style swapping process based on nearest patch matching. To resolve this dilemma, in this paper, we dive into the crux of existing patch-based methods and propose a universal and efficient module, termed DivSwapper, for diversified patch-based arbitrary style transfer. The key insight is to use an essential intuition that neural patches with higher activation values could contribute more to diversity. Our DivSwapper is plug-and-play and can be easily integrated into existing patch-based and Gram-based methods to generate diverse results for arbitrary styles. We conduct theoretical analyses and extensive experiments to demonstrate the effectiveness of our method, and compared with state-of-the-art algorithms, it shows superiority in diversity, quality, and efficiency.","https://www.ijcai.org/proceedings/2022/0690.pdf"
"0691","Music-to-Dance Generation with Optimal Transport","Shuang Wu, Shijian Lu, Li Cheng","","['Methods and resources: Machine learning, deep learning, neural models, reinforcement learning', 'Theory and philosophy of arts and creativity in AI systems: Autonomous creative or artistic AI', 'Application domains: Performances, dance', 'Application domains: Music']","@inproceedings{ijcai2022p691,   title     = {Music-to-Dance Generation with Optimal Transport},   author    = {Wu, Shuang and Lu, Shijian and Cheng, Li},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {4988--4994},   year      = {2022},   month     = {7},   note      = {AI and Arts},   doi       = {10.24963/ijcai.2022/691},   url       = {https://doi.org/10.24963/ijcai.2022/691}, }","Dance choreography for a piece of music is a challenging task, having to be creative in presenting distinctive stylistic dance elements while taking into account the musical theme and rhythm. It has been tackled by different approaches such as similarity retrieval, sequence-to-sequence modeling and generative adversarial networks, but their generated dance sequences are often short of motion realism, diversity and music consistency. In this paper, we propose a Music-to-Dance with Optimal Transport Network (MDOT-Net) for learning to generate 3D dance choreographies from music. We introduce an optimal transport distance for evaluating the authenticity of the generated dance distribution and a Gromov-Wasserstein distance to measure the correspondence between the dance distribution and the input music. This gives a well defined and non-divergent training objective that mitigates the limitation of standard GAN training which is frequently plagued with instability and divergent generator loss issues. Extensive experiments demonstrate that our MDOT-Net can synthesize realistic and diverse dances which achieve an organic unity with the input music, reflecting the shared intentionality and matching the rhythmic articulation. Sample results are found at https://www.youtube.com/watch?v=dErfBkrlUO8.","https://www.ijcai.org/proceedings/2022/0691.pdf"
"0692","Composition-aware Graphic Layout GAN for Visual-Textual Presentation Designs","Min Zhou, Chenchen Xu, Ye Ma, Tiezheng Ge, Yuning Jiang, Weiwei Xu","","['Application domains: Images and visual arts', 'Methods and resources: Machine learning, deep learning, neural models, reinforcement learning']","@inproceedings{ijcai2022p692,   title     = {Composition-aware Graphic Layout GAN for Visual-Textual Presentation Designs},   author    = {Zhou, Min and Xu, Chenchen and Ma, Ye and Ge, Tiezheng and Jiang, Yuning and Xu, Weiwei},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {4995--5001},   year      = {2022},   month     = {7},   note      = {AI and Arts},   doi       = {10.24963/ijcai.2022/692},   url       = {https://doi.org/10.24963/ijcai.2022/692}, }","In this paper, we study the graphic layout generation problem of producing high-quality visual-textual presentation designs for given images. We note that image compositions, which contain not only global semantics but also spatial information, would largely affect layout results. Hence, we propose a deep generative model, dubbed as composition-aware graphic layout GAN (CGL-GAN), to synthesize layouts based on the global and spatial visual contents of input images. To obtain training images from images that already contain manually designed graphic layout data, previous work suggests masking design elements (e.g., texts and embellishments) as model inputs, which inevitably leaves hint of the ground truth. We study the misalignment between the training inputs (with hint masks) and test inputs (without masks), and design a novel domain alignment module (DAM) to narrow this gap. For training, we built a large-scale layout dataset which consists of 60,548 advertising posters with annotated layout information. To evaluate the generated layouts, we propose three novel metrics according to aesthetic intuitions. Through both quantitative and qualitative evaluations, we demonstrate that the proposed model can synthesize high-quality graphic layouts according to image compositions. The data and code will be available at https://github.com/minzhouGithub/CGL-GAN.","https://www.ijcai.org/proceedings/2022/0692.pdf"
"0693","Style Fader Generative Adversarial Networks for Style Degree Controllable Artistic Style Transfer","Zhiwen Zuo, Lei Zhao, Shuobin Lian, Haibo Chen, Zhizhong Wang, Ailin Li, Wei Xing, Dongming Lu","","['Application domains: Images and visual arts', 'Methods and resources: Machine learning, deep learning, neural models, reinforcement learning', 'Theory and philosophy of arts and creativity in AI systems: Autonomous creative or artistic AI']","@inproceedings{ijcai2022p693,   title     = {Style Fader Generative Adversarial Networks for Style Degree Controllable Artistic Style Transfer},   author    = {Zuo, Zhiwen and Zhao, Lei and Lian, Shuobin and Chen, Haibo and Wang, Zhizhong and Li, Ailin and Xing, Wei and Lu, Dongming},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5002--5009},   year      = {2022},   month     = {7},   note      = {AI and Arts},   doi       = {10.24963/ijcai.2022/693},   url       = {https://doi.org/10.24963/ijcai.2022/693}, }","Artistic style transfer is the task of synthesizing content images with learned artistic styles. Recent studies have shown the potential of Generative Adversarial Networks (GANs) for producing artistically rich stylizations. Despite the promising results, they usually fail to control the generated images' style degree, which is inflexible and limits their applicability for practical use. To address the issue, in this paper, we propose a novel method that for the first time allows adjusting the style degree for existing GAN-based artistic style transfer frameworks in real time after training. Our method introduces two novel modules into existing GAN-based artistic style transfer frameworks: a Style Scaling Injection (SSI) module and a Style Degree Interpretation (SDI) module. The SSI module accepts the value of Style Degree Factor (SDF)  as the input and outputs parameters that scale the feature activations in existing models, offering control signals to alter the style degrees of the stylizations.  And the SDI module interprets the output probabilities of a multi-scale content-style binary classifier as the style degrees, providing a mechanism to parameterize the style degree of the stylizations. Moreover, we show that after training our method can enable existing GAN-based frameworks to produce over-stylizations. The proposed method can facilitate many existing GAN-based artistic style transfer frameworks with marginal extra training overheads and modifications. Extensive qualitative evaluations on two typical GAN-based style transfer models demonstrate the effectiveness of the proposed method for gaining style degree control for them.","https://www.ijcai.org/proceedings/2022/0693.pdf"
"0694","Captioning Bosch: A Twitter Bot","Cornelia Ferner","","['Application domains: Text, literature and creative language', 'Application domains: Images and visual arts', 'Methods and resources: Applications and software frameworks', 'Methods and resources: Machine learning, deep learning, neural models, reinforcement learning']","@inproceedings{ijcai2022p694,   title     = {Captioning Bosch: A Twitter Bot},   author    = {Ferner, Cornelia},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5011--5014},   year      = {2022},   month     = {7},   note      = {AI and Arts - Exhibits},   doi       = {10.24963/ijcai.2022/694},   url       = {https://doi.org/10.24963/ijcai.2022/694}, }","The artworks by Dutch painter Hieronymus Bosch are well known for their incredible wealth of details. The popular BoschBot regularly posts small segments of the digitized paintings on Twitter, thus relieving their density and making them more accessible. CaptioningBoschBot, the Twitter bot presented in this demo, reverses the creative process of the artist: It uses the out-of-context painting segments as input for an encoder-decoder model to generate captions that interpret the painted objects. As the model was only trained on realistic, photographic images, curious interpretations of the otherworldly details can be observed. The generated captions are again posted on Twitter to encourage discussions about Bosch's masterpieces and the AI technology in general.","https://www.ijcai.org/proceedings/2022/0694.pdf"
"0695","High-Resolution and Arbitrary-Sized Chinese Landscape Painting Creation Based on Generative Adversarial Networks","Peixiang Luo, Jinchao Zhang, Jie Zhou","","['Theory and philosophy of arts and creativity in AI systems: Autonomous creative or artistic AI', 'Application domains: Images and visual arts']","@inproceedings{ijcai2022p695,   title     = {High-Resolution and Arbitrary-Sized Chinese Landscape Painting Creation Based on Generative Adversarial Networks},   author    = {Luo, Peixiang and Zhang, Jinchao and Zhou, Jie},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5015--5018},   year      = {2022},   month     = {7},   note      = {AI and Arts - Exhibits},   doi       = {10.24963/ijcai.2022/695},   url       = {https://doi.org/10.24963/ijcai.2022/695}, }","This paper outlines an automated creation system for Chinese landscape paintings based on generative adversarial networks. The system consists of three cascaded modules: generation, resizing, and super-resolution. The generation module first generates a square-shaped painting, then the resizing module predicts an appropriate aspect ratio for it and performs resizing, and finally the super-resolution module is used to increase the resolution and improve the quality. After training each module with the images we collected from the web, our system can create high-resolution landscape paintings in arbitrary sizes.","https://www.ijcai.org/proceedings/2022/0695.pdf"
"0696","Learning to Generate Poetic Chinese Landscape Painting with Calligraphy","Shaozu Yuan, Aijun Dai, Zhiling Yan, Ruixue Liu, Meng Chen, Baoyang Chen, Zhijie Qiu, Xiaodong He","","['Application domains: Images and visual arts', 'Application domains: Other domains of art or creativity', 'Theory and philosophy of arts and creativity in AI systems: Autonomous creative or artistic AI', 'Theory and philosophy of arts and creativity in AI systems: Support of human creativity']","@inproceedings{ijcai2022p696,   title     = {Learning to Generate Poetic Chinese Landscape Painting with Calligraphy},   author    = {Yuan, Shaozu and Dai, Aijun and Yan, Zhiling and Liu, Ruixue and Chen, Meng and Chen, Baoyang and Qiu, Zhijie and He, Xiaodong},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5019--5022},   year      = {2022},   month     = {7},   note      = {AI and Arts - Exhibits},   doi       = {10.24963/ijcai.2022/696},   url       = {https://doi.org/10.24963/ijcai.2022/696}, }","In this paper, we present a novel system (denoted as Polaca) to generate poetic Chinese landscape painting with calligraphy. Unlike previous single image-to-image painting generation, Polaca takes the classic poetry as input and outputs the artistic landscape painting image with the corresponding calligraphy. It is equipped with three different modules to complete the whole piece of landscape painting artwork: the first one is a text-to-image module to generate landscape painting image, the second one is an image-to-image module to generate stylistic calligraphy image, and the third one is an image fusion module to fuse the two images into a whole piece of aesthetic artwork.","https://www.ijcai.org/proceedings/2022/0696.pdf"
"0697","Learning Pollution Maps from Mobile Phone Images","Ankit Bhardwaj, Shiva Iyer, Yash Jalan, Lakshminarayanan Subramanian","","['Humans and AI: Computational Sustainability and Human Well-Being', 'Computer Vision: Applications', 'Computer Vision: Interpretability and Transparency', 'Machine Learning: Applications', 'Machine Learning: Ensemble Methods', 'Machine Learning: Explainable/Interpretable Machine Learning', 'Multidisciplinary Topics and Applications: Computational Sustainability', 'Multidisciplinary Topics and Applications: Sustainable Development Goals']","@inproceedings{ijcai2022p697,   title     = {Learning Pollution Maps from Mobile Phone Images},   author    = {Bhardwaj, Ankit and Iyer, Shiva and Jalan, Yash and Subramanian, Lakshminarayanan},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5024--5030},   year      = {2022},   month     = {7},   note      = {AI for Good},   doi       = {10.24963/ijcai.2022/697},   url       = {https://doi.org/10.24963/ijcai.2022/697}, }","Air pollution monitoring and management is one of the key challenges for urban sectors, especially in developing countries. Measuring pollution levels requires significant investment in reliable and durable instrumentation and subsequent maintenance. On the other hand, there have been many attempts by researchers to develop image-based pollution measurement models which have shown significant results and established the feasibility of the idea. But, taking image-level models to a city-level system presents new challenges, which include scarcity of high-quality annotated data and a high amount of label noise. In this paper, we present a low-cost, end-to-end system for learning pollution maps using images captured through a mobile phone. We demonstrate our system for parts of New Delhi and Ghaziabad. We use transfer learning to overcome the problem of data scarcity. We investigate the effects of label noise in detail and introduce the metric of in-interval accuracy to evaluate our models in presence of noise. We use distributed averaging to learn pollution maps and mitigate the effects of noise to some extent. We also develop haze-based interpretable models which have comparable performance to mainstream models. With only 382 images from Delhi and Ghaziabad and single-scene dataset from Beijing and Shanghai, we are able to achieve a mean absolute error of 44 ug/m^3 in PM2.5 concentration on a test set of 267 images and an in-interval accuracy of 67% on predictions. Going further, we learn pollution maps with a mean absolute error as low as 35 ug/m^3 and in-interval accuracy as high as 74% significantly mitigating the image models' error. We also show that the noise in pollution labels emerging from unreliable sensing instrumentation forms a significant barrier to the realization of an ideal air pollution monitoring system. Our codebase can be found at https://github.com/ankitbha/pollution_with_images.","https://www.ijcai.org/proceedings/2022/0697.pdf"
"0698","Deciphering Environmental Air Pollution with Large Scale City Data","Mayukh Bhattacharyya, Sayan Nag, Udita Ghosh","","['Multidisciplinary Topics and Applications: Sustainable Development Goals', 'Machine Learning: Recurrent Networks', 'Machine Learning: Attention Models', 'Data Mining: Mining Spatial and/or Temporal Data', 'Machine Learning: Time-series; Data Streams', 'Data Mining: Exploratory Data Mining', 'Data Mining: Mining Data Streams', 'Natural Language Processing: Applications']","@inproceedings{ijcai2022p698,   title     = {Deciphering Environmental Air Pollution with Large Scale City Data},   author    = {Bhattacharyya, Mayukh and Nag, Sayan and Ghosh, Udita},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5031--5037},   year      = {2022},   month     = {7},   note      = {AI for Good},   doi       = {10.24963/ijcai.2022/698},   url       = {https://doi.org/10.24963/ijcai.2022/698}, }","Air pollution poses a serious threat to sustainable environmental conditions in the 21st century. Its importance in determining the health and living standards in urban settings is only expected to increase with time. Various factors ranging from artificial emissions to natural phenomena are known to be primary causal agents or influencers behind rising air pollution levels. However, the lack of large scale data involving the major artificial and natural factors has hindered the research on the causes and relations governing the variability of the different air pollutants. Through this work, we introduce a large scale city-wise dataset for exploring the relationships among these agents over a long period of time. We also introduce a transformer based model - cosSquareFormer, for the problem of pollutant level estimation and forecasting. Our model outperforms most of the benchmark models for this task. We also analyze and explore the dataset through our model and other methodologies to bring out important inferences which enable us to understand the dynamics of the casual agents at a deeper level. Through our paper, we seek to provide a great set of foundations for further research into this domain that will demand critical attention of ours in the near future.","https://www.ijcai.org/proceedings/2022/0698.pdf"
"0699","Chronic Disease Management with Personalized Lab Test Response Prediction","Suman Bhoi, Mong Li Lee, Wynne Hsu, Hao Sen Andrew Fang, Ngiap Chuan Tan","","['Humans and AI: Personalization and User Modeling', 'Multidisciplinary Topics and Applications: Health and Medicine']","@inproceedings{ijcai2022p699,   title     = {Chronic Disease Management with Personalized Lab Test Response Prediction},   author    = {Bhoi, Suman and Lee, Mong Li and Hsu, Wynne and Fang, Hao Sen Andrew and Chuan Tan, Ngiap},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5038--5044},   year      = {2022},   month     = {7},   note      = {AI for Good},   doi       = {10.24963/ijcai.2022/699},   url       = {https://doi.org/10.24963/ijcai.2022/699}, }","Chronic disease management involves frequent administration of invasive lab procedures in order forclinicians to determine the best course of treatmentregimes for these patients. However, patients areoften put off by these invasive lab procedures anddo not follow the appointment schedules. This hasresulted in poor management of their chronic conditions leading to unnecessary disease complications. An AI system that is able to personalize theprediction of individual patient lab test responseswill enable clinicians to titrate the medications toachieve the desired therapeutic outcome.  Accurate prediction of lab test response is a challenge because these patients typically have co-morbidities and their treatments might influence the target lab test response. To address this,we model the complex interactions among different medications, diseases, lab test response, andfine-grained dosage information to learn a strongpatient representation. Together with informationfrom similar patients and external knowledge suchas drug-lab interactions and diagnosis-lab interaction, we design a system called KALP to performpersonalized prediction of patients’ response for atarget lab result and identify the top influencingfactors for the prediction. Experiment results onreal-world datasets demonstrate the effectiveness ofKALP in reducing prediction errors by a significantmargin. Case studies show that the identified factors are consistent with clinicians’ understanding.","https://www.ijcai.org/proceedings/2022/0699.pdf"
"0700","AggPose: Deep Aggregation Vision Transformer for Infant Pose Estimation","Xu Cao, Xiaoye Li, Liya Ma, Yi Huang, Xuan Feng, Zening Chen, Hongwu Zeng, Jianguo Cao","","['Computer Vision: Biometrics, Face, Gesture and Pose Recognition', 'Multidisciplinary Topics and Applications: Health and Medicine', 'Computer Vision: Biomedical Image Analysis', 'Computer Vision: Applications']","@inproceedings{ijcai2022p700,   title     = {AggPose: Deep Aggregation Vision Transformer for Infant Pose Estimation},   author    = {Cao, Xu and Li, Xiaoye and Ma, Liya and Huang, Yi and Feng, Xuan and Chen, Zening and Zeng, Hongwu and Cao, Jianguo},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5045--5051},   year      = {2022},   month     = {7},   note      = {AI for Good},   doi       = {10.24963/ijcai.2022/700},   url       = {https://doi.org/10.24963/ijcai.2022/700}, }","Movement and pose assessment of newborns lets experienced pediatricians predict neurodevelopmental disorders, allowing early intervention for related diseases. However, most of the newest AI approaches for human pose estimation methods focus on adults, lacking publicly benchmark for infant pose estimation. In this paper, we fill this gap by proposing infant pose dataset and Deep Aggregation Vision Transformer for human pose estimation, which introduces a fast trained full transformer framework without using convolution operations to extract features in the early stages. It generalizes Transformer + MLP to high-resolution deep layer aggregation within feature maps, thus enabling information fusion between different vision levels. We pre-train AggPose on COCO pose dataset and apply it on our newly released large-scale infant pose estimation dataset. The results show that AggPose could effectively learn the multi-scale features among different resolutions and significantly improve the performance of infant pose estimation. We show that AggPose outperforms hybrid model HRFormer and TokenPose in the infant pose estimation dataset. Moreover, our AggPose outperforms HRFormer by 0.8 AP on COCO val pose estimation on average.  Our code is available at github.com/SZAR-LAB/AggPose.","https://www.ijcai.org/proceedings/2022/0700.pdf"
"0701","Forecasting Patient Outcomes in Kidney Exchange","Naveen Durvasula, Aravind Srinivasan, John Dickerson","","['Multidisciplinary Topics and Applications: Health and Medicine', 'Agent-based and Multi-agent Systems: Economic Paradigms, Auctions and Market-Based Systems', 'AI Ethics, Trust, Fairness: Explainability and Interpretability']","@inproceedings{ijcai2022p701,   title     = {Forecasting Patient Outcomes in Kidney Exchange},   author    = {Durvasula, Naveen and Srinivasan, Aravind and Dickerson, John},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5052--5058},   year      = {2022},   month     = {7},   note      = {AI for Good},   doi       = {10.24963/ijcai.2022/701},   url       = {https://doi.org/10.24963/ijcai.2022/701}, }","Kidney exchanges allow patients with end-stage renal disease to find a lifesaving living donor by way of an organized market.  However, not all patients are equally easy to match, nor are all donor organs of equal quality---some patients are matched within weeks, while others may wait for years with no match offers at all. We propose the first decision-support tool for kidney exchange that takes as input the biological features of a patient-donor pair, and returns (i) the probability of being matched prior to expiry, and (conditioned on a match outcome), (ii) the waiting time for and (iii) the organ quality of the matched transplant.  This information may be used to inform medical and insurance decisions. We predict all quantities (i, ii, iii) exclusively from match records that are readily available in any kidney exchange using a quantile random forest approach. To evaluate our approach, we developed two state-of-the-art realistic simulators based on data from the United Network for Organ Sharing that sample from the training and test distribution for these learning tasks---in our application these distributions are distinct. We analyze distributional shift through a theoretical lens, and show that the two distributions converge as the kidney exchange nears steady-state. We then show that our approach produces clinically-promising estimates using simulated data. Finally, we show how our approach, in conjunction with tools from the model explainability literature, can be used to calibrate and detect bias in matching policies.","https://www.ijcai.org/proceedings/2022/0701.pdf"
"0702","A Murder and Protests, the Capitol Riot, and the Chauvin Trial: Estimating Disparate News Media Stance","Sujan Dutta, Beibei Li, Daniel S. Nagin, Ashiqur R. KhudaBukhsh","","['Multidisciplinary Topics and Applications: Social Sciences', 'Machine Learning: Active Learning', 'Multidisciplinary Topics and Applications: News and Media']","@inproceedings{ijcai2022p702,   title     = {A Murder and Protests, the Capitol Riot, and the Chauvin Trial: Estimating Disparate News Media Stance},   author    = {Dutta, Sujan and Li, Beibei and Nagin, Daniel S. and KhudaBukhsh, Ashiqur R.},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5059--5065},   year      = {2022},   month     = {7},   note      = {AI for Good},   doi       = {10.24963/ijcai.2022/702},   url       = {https://doi.org/10.24963/ijcai.2022/702}, }","In this paper, we analyze the responses of three major US cable news networks to three seminal policing events in the US spanning a thirteen month period--the murder of George Floyd by police officer Derek Chauvin, the Capitol riot, Chauvin's conviction, and his sentencing. We cast the problem of aggregate stance mining as a natural language inference task and construct an active learning pipeline for robust textual entailment prediction. Via a substantial corpus of 34,710 news transcripts, our analyses reveal that the partisan divide in viewership of these three outlets reflects on the network's news coverage of these momentous events. In addition, we release a sentence-level, domain-specific text entailment data set on policing consisting of 2,276 annotated instances.","https://www.ijcai.org/proceedings/2022/0702.pdf"
"0703","Monitoring Vegetation From Space at Extremely Fine Resolutions via Coarsely-Supervised Smooth U-Net","Joshua Fan, Di Chen, Jiaming Wen, Ying Sun, Carla Gomes","","['Multidisciplinary Topics and Applications: Computational Sustainability', 'Machine Learning: Weakly Supervised Learning', 'Computer Vision: Transfer, low-shot, semi- and un- supervised learning', 'Machine Learning: Multi-instance', 'Computer Vision: Applications', 'Multidisciplinary Topics and Applications: Sustainable Development Goals']","@inproceedings{ijcai2022p703,   title     = {Monitoring Vegetation From Space at Extremely Fine Resolutions via Coarsely-Supervised Smooth U-Net},   author    = {Fan, Joshua and Chen, Di and Wen, Jiaming and Sun, Ying and Gomes, Carla},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5066--5072},   year      = {2022},   month     = {7},   note      = {AI for Good},   doi       = {10.24963/ijcai.2022/703},   url       = {https://doi.org/10.24963/ijcai.2022/703}, }","Monitoring vegetation productivity at extremely fine resolutions is valuable for real-world agricultural applications, such as detecting crop stress and providing early warning of food insecurity. Solar-Induced Chlorophyll Fluorescence (SIF) provides a promising way to directly measure plant productivity from space. However, satellite SIF observations are only available at a coarse spatial resolution, making it impossible to monitor how individual crop types or farms are doing. This poses a challenging coarsely-supervised regression (or downscaling) task; at training time, we only have SIF labels at a coarse resolution (3km), but we want to predict SIF at much finer spatial resolutions (e.g. 30m, a 100x increase). We also have additional fine-resolution input features, but the relationship between these features and SIF is unknown. To address this, we propose Coarsely-Supervised Smooth U-Net (CS-SUNet), a novel method for this coarse supervision setting. CS-SUNet combines the expressive power of deep convolutional networks with novel regularization methods based on prior knowledge (such as a smoothness loss) that are crucial for preventing overfitting. Experiments show that CS-SUNet resolves fine-grained variations in SIF more accurately than existing methods.","https://www.ijcai.org/proceedings/2022/0703.pdf"
"0704","Am I No Good? Towards Detecting Perceived Burdensomeness and Thwarted Belongingness from Suicide Notes","Soumitra Ghosh, Asif Ekbal, Pushpak Bhattacharyya","","['Humans and AI: Computational Sustainability and Human Well-Being', 'Machine Learning: Attention Models', 'Machine Learning: Multi-task and Transfer Learning', 'Natural Language Processing: Resources and Evaluation', 'Natural Language Processing: Sentiment Analysis and Text Mining']","@inproceedings{ijcai2022p704,   title     = {Am I No Good? Towards Detecting Perceived Burdensomeness and Thwarted Belongingness from Suicide Notes},   author    = {Ghosh, Soumitra and Ekbal, Asif and Bhattacharyya, Pushpak},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5073--5079},   year      = {2022},   month     = {7},   note      = {AI for Good},   doi       = {10.24963/ijcai.2022/704},   url       = {https://doi.org/10.24963/ijcai.2022/704}, }","The World Health Organization (WHO) has emphasized the importance of significantly accelerating suicide prevention efforts to fulfill the United Nations' Sustainable Development Goal (SDG) objective of 2030. In this paper, we present an end-to-end multitask system to address a novel task of detection of two interpersonal risk factors of suicide, Perceived Burdensomeness (PB) and Thwarted Belongingness (TB) from suicide notes. We also introduce a manually translated code-mixed suicide notes corpus, CoMCEASE-v2.0, based on the benchmark CEASE-v2.0 dataset, annotated with temporal orientation, PB and TB labels. We exploit the temporal orientation and emotion information in the suicide notes to boost overall performance. For comprehensive evaluation of our proposed method, we compare it to several state-of-the-art approaches on the existing CEASE-v2.0 dataset and the newly announced CoMCEASE-v2.0 dataset. Empirical evaluation suggests that temporal and emotional information can substantially improve the detection of PB and TB.","https://www.ijcai.org/proceedings/2022/0704.pdf"
"0705","AI Facilitated Isolations? The Impact of Recommendation-based Influence Diffusion in Human Society","Yuxuan Hu, Shiqing Wu, Chenting Jiang, Weihua Li, Quan Bai, Erin Roehrer","","['Humans and AI: General', 'Humans and AI: Personalization and User Modeling', 'AI Ethics, Trust, Fairness: Societal Impact of AI', 'Agent-based and Multi-agent Systems: Agent-Based Simulation and Emergence']","@inproceedings{ijcai2022p705,   title     = {AI Facilitated Isolations? The Impact of Recommendation-based Influence Diffusion in Human Society},   author    = {Hu, Yuxuan and Wu, Shiqing and Jiang, Chenting and Li, Weihua and Bai, Quan and Roehrer, Erin},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {5080--5086},   year      = {2022},   month     = {7},   note      = {AI for Good},   doi       = {10.24963/ijcai.2022/705},   url       = {https://doi.org/10.24963/ijcai.2022/705}, }","AI recommendation techniques provide users with personalized services, feeding them the information they may be interested in. The increasing personalization raises the hypotheses of the ""filter bubble"" and ""echo chamber"" effects. To investigate these hypotheses, in this paper, we inspect the impact of recommendation algorithms on forming two types of ideological isolation, i.e., the individual isolation and the topological isolation, in terms of the filter bubble and echo chamber effects, respectively. Simulation results show that AI recommendation strategies severely facilitate the evolution of the filter bubble effect, leading users to become ideologically isolated at an individual level. Whereas, at a topological level, recommendation algorithms show eligibility in connecting individuals with dissimilar users or recommending diverse topics to receive more diverse viewpoints. This research sheds light on the ability of AI recommendation strategies to temper ideological isolation at a topological level.","https://www.ijcai.org/proceedings/2022/0705.pdf"
