"index","Title","Authors","Affiliations","keywords","cite_key","abstract","pdf_url"
"26245","Bayesian Federated Neural Matching That Completes Full Information","['Peng Xiao', 'Samuel Cheng']","['Tongji University', 'University of Oklahoma']","['ML: Bayesian Learning', 'ML: Distributed Machine Learning & Federated Learning']","Xiao, P., & Cheng, S. (2023). Bayesian Federated Neural Matching That Completes Full Information. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10473-10480. https://doi.org/10.1609/aaai.v37i9.26245","Abstract 					Federated learning is a contemporary machine learning paradigm where locally trained models are distilled into a global model. Due to the intrinsic permutation invariance of neural networks, Probabilistic Federated Neural Matching (PFNM) employs a Bayesian nonparametric framework in the generation process of local neurons, and then creates a linear sum assignment formulation in each alternative optimization iteration. But according to our theoretical analysis, the optimization iteration in PFNM omits global information from existing. In this study, we propose a novel approach that overcomes this flaw by introducing a Kullback-Leibler  divergence penalty at each iteration. The effectiveness of our approach is demonstrated by experiments on both image classification and semantic segmentation tasks.","https://ojs.aaai.org/index.php/AAAI/article/view/26245/26017"
"26246","CDMA: A Practical Cross-Device Federated Learning Algorithm for General Minimax Problems","['Jiahao Xie', 'Chao Zhang', 'Zebang Shen', 'Weijie Liu', 'Hui Qian']","['College of Computer Science and Technology, Zhejiang University', 'Advanced Technology Institute, Zhejiang University', 'ETH Zurich', 'Qiushi Academy for Advanced Studies, Zhejiang University\nCollege of Computer Science and Technology, Zhejiang University', 'College of Computer Science and Technology, Zhejiang University\nState Key Lab of CAD&CG, Zhejiang University']","['ML: Distributed Machine Learning & Federated Learning', 'ML: Optimization']","Xie, J., Zhang, C., Shen, Z., Liu, W., & Qian, H. (2023). CDMA: A Practical Cross-Device Federated Learning Algorithm for General Minimax Problems. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10481-10489. https://doi.org/10.1609/aaai.v37i9.26246","Abstract 					Minimax problems arise in a wide range of important applications including robust adversarial learning and Generative Adversarial Network (GAN) training. Recently, algorithms for minimax problems in the Federated Learning (FL) paradigm have received considerable interest. Existing federated algorithms for general minimax problems require the full aggregation (i.e., aggregation of local model information from all clients) in each training round. Thus, they are inapplicable to an important setting of FL known as the cross-device setting, which involves numerous unreliable mobile/IoT devices. In this paper, we develop the first practical algorithm named CDMA for general minimax problems in the cross-device FL setting. CDMA is based on a Start-Immediately-With-Enough-Responses mechanism, in which the server first signals a subset of clients to perform local computation and then starts to aggregate the local results reported by clients once it receives responses from enough clients in each round. With this mechanism, CDMA is resilient to the low client availability. In addition, CDMA is incorporated with a lightweight global correction in the local update steps of clients, which mitigates the impact of slow network connections. We establish theoretical guarantees of CDMA under different choices of hyperparameters and conduct experiments on AUC maximization, robust adversarial network training, and GAN training tasks. Theoretical and experimental results demonstrate the efficiency of CDMA.","https://ojs.aaai.org/index.php/AAAI/article/view/26246/26018"
"26247","Towards Optimal Randomized Strategies in Adversarial Example Game","['Jiahao Xie', 'Chao Zhang', 'Weijie Liu', 'Wensong Bai', 'Hui Qian']","['College of Computer Science and Technology, Zhejiang University', 'Advanced Technology Institute, Zhejiang University', 'Qiushi Academy for Advanced Studies, Zhejiang University\nCollege of Computer Science and Technology, Zhejiang University', 'College of Computer Science and Technology, Zhejiang University\nAdvanced Technology Institute, Zhejiang University', 'College of Computer Science and Technology, Zhejiang University\nState Key Lab of CAD&CG, Zhejiang University']","['ML: Adversarial Learning & Robustness', 'ML: Optimization']","Xie, J., Zhang, C., Liu, W., Bai, W., & Qian, H. (2023). Towards Optimal Randomized Strategies in Adversarial Example Game. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10490-10498. https://doi.org/10.1609/aaai.v37i9.26247","Abstract 					The vulnerability of deep neural network models to adversarial example attacks is a practical challenge in many artificial intelligence applications. A recent line of work shows that the use of randomization in adversarial training is the key to find optimal strategies against adversarial example attacks. However, in a fully randomized setting where both the defender and the attacker can use randomized strategies, there are no efficient algorithm for finding such an optimal strategy. To fill the gap, we propose the first algorithm of its kind, called FRAT, which models the problem with a new infinite-dimensional continuous-time flow on probability distribution spaces. FRAT maintains a lightweight mixture of models for the defender, with flexibility to efficiently update mixing weights and model parameters at each iteration. Furthermore, FRAT utilizes lightweight sampling subroutines to construct a random strategy for the attacker. We prove that the continuous-time limit of FRAT converges to a mixed Nash equilibria in a zero-sum game formed by a defender and an attacker. Experimental results also demonstrate the efficiency of FRAT on CIFAR-10 and CIFAR-100 datasets.","https://ojs.aaai.org/index.php/AAAI/article/view/26247/26019"
"26248","A Tale of Two Latent Flows: Learning Latent Space Normalizing Flow with Short-Run Langevin Flow for Approximate Inference","['Jianwen Xie', 'Yaxuan Zhu', 'Yifei Xu', 'Dingcheng Li', 'Ping Li']","['Baidu Research', 'Baidu Research', 'Baidu Research', 'Baidu Research', 'Baidu Research']","['ML: Deep Generative Models & Autoencoders', 'CV: Computational Photography', 'Image & Video Synthesis', 'ML: Representation Learning', 'ML: Unsupervised & Self-Supervised Learning']","Xie, J., Zhu, Y., Xu, Y., Li, D., & Li, P. (2023). A Tale of Two Latent Flows: Learning Latent Space Normalizing Flow with Short-Run Langevin Flow for Approximate Inference. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10499-10509. https://doi.org/10.1609/aaai.v37i9.26248","Abstract 					We study a normalizing flow in the latent space of a top-down generator model, in which the normalizing flow model plays the role of the informative prior model of the generator. We propose to jointly learn the latent space normalizing flow prior model and the top-down generator model by a Markov chain Monte Carlo (MCMC)-based maximum likelihood algorithm, where a short-run Langevin sampling from the intractable posterior distribution is performed to infer the latent variables for each observed example, so that the parameters of the normalizing flow prior and the generator can be updated with the inferred latent variables. We show that, under the scenario of non-convergent short-run MCMC, the finite step Langevin dynamics is a flow-like approximate inference model and the learning objective actually follows the perturbation of the maximum likelihood estimation (MLE). We further point out that the learning framework seeks to (i) match the latent space normalizing flow and the aggregated posterior produced by the short-run Langevin flow, and (ii) bias the model from MLE such that the short-run Langevin flow inference is close to the true posterior. Empirical results of extensive experiments validate the effectiveness of the proposed latent space normalizing flow model in the tasks of image generation, image reconstruction, anomaly detection, supervised image inpainting and unsupervised image recovery.","https://ojs.aaai.org/index.php/AAAI/article/view/26248/26020"
"26249","Semi-supervised Learning with Support Isolation by Small-Paced Self-Training","['Zheng Xie', 'Hui Sun', 'Ming Li']","['Nanjing University', 'Nanjing University', 'Nanjing University']","['ML: Semi-Supervised Learning']","Xie, Z., Sun, H., & Li, M. (2023). Semi-supervised Learning with Support Isolation by Small-Paced Self-Training. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10510-10518. https://doi.org/10.1609/aaai.v37i9.26249","Abstract 					In this paper, we address a special scenario of semi-supervised learning, where the label missing is caused by a preceding filtering mechanism, i.e., an instance can enter a subsequent process in which its label is revealed if and only if it passes the filtering mechanism. The rejected instances are prohibited to enter the subsequent labeling process due to economical or ethical reasons, making the support of the labeled and unlabeled distributions isolated from each other. In this case, semi-supervised learning approaches which rely on certain coherence of the labeled and unlabeled distribution would suffer from the consequent distribution mismatch, and hence result in poor prediction performance. In this paper, we propose a Small-Paced Self-Training framework, which iteratively discovers labeled and unlabeled instance subspaces with bounded Wasserstein distance. We theoretically prove that such a framework may achieve provably low error on the pseudo labels during learning. Experiments on both benchmark and pneumonia diagnosis tasks show that our method is effective.","https://ojs.aaai.org/index.php/AAAI/article/view/26249/26021"
"26250","On the Connection between Invariant Learning and Adversarial Training for Out-of-Distribution Generalization","['Shiji Xin', 'Yifei Wang', 'Jingtong Su', 'Yisen Wang']","['Peking University', 'Peking University', 'New York University', 'Peking University']","['ML: Adversarial Learning & Robustness']","Xin, S., Wang, Y., Su, J., & Wang, Y. (2023). On the Connection between Invariant Learning and Adversarial Training for Out-of-Distribution Generalization. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10519-10527. https://doi.org/10.1609/aaai.v37i9.26250","Abstract 					Despite impressive success in many tasks, deep learning models are shown to rely on spurious features, which will catastrophically fail when generalized to out-of-distribution (OOD) data. Invariant Risk Minimization (IRM) is proposed to alleviate this issue by extracting domain-invariant features for OOD generalization. Nevertheless, recent work shows that IRM is only effective for a certain type of distribution shift (e.g., correlation shift) while it fails for other cases (e.g., diversity shift). Meanwhile, another thread of method, Adversarial Training (AT), has shown better domain transfer performance, suggesting that it has the potential to be an effective candidate for extracting domain-invariant features. This paper investigates this possibility by exploring the similarity between the IRM and AT objectives. Inspired by this connection, we propose Domain-wise Adversarial Training (DAT), an AT-inspired method for alleviating distribution shift by domain-specific perturbations. Extensive experiments show that our proposed DAT can effectively remove domain-varying features and improve OOD generalization under both correlation shift and diversity shift.","https://ojs.aaai.org/index.php/AAAI/article/view/26250/26022"
"26251","Decentralized Stochastic Multi-Player Multi-Armed Walking Bandits","['Guojun Xiong', 'Jian Li']","['SUNY-Binghamton University', 'SUNY-Binghamton University']","['ML: Online Learning & Bandits']","Xiong, G., & Li, J. (2023). Decentralized Stochastic Multi-Player Multi-Armed Walking Bandits. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10528-10536. https://doi.org/10.1609/aaai.v37i9.26251","Abstract 					Multi-player multi-armed bandit is an increasingly relevant decision-making problem, motivated by applications to cognitive radio systems.  Most research for this problem focuses exclusively on the settings that players have full access to all arms and receive no reward when pulling the same arm.  Hence all players solve the same bandit problem with the goal of maximizing their cumulative reward. However, these settings neglect several important factors in many real-world applications, where players have limited access to a dynamic local subset of arms (i.e., an arm could sometimes be ``walking'' and not accessible to the player).  To this end, this paper proposes a multi-player multi-armed walking bandits model, aiming to address aforementioned modeling issues. The goal now is to maximize the reward, however, players can only pull arms from the local subset and only collect a full reward if no other players pull the same arm.  We adopt Upper Confidence Bound (UCB) to deal with the exploration-exploitation tradeoff and employ distributed optimization techniques to properly handle collisions.  By carefully integrating these two techniques, we propose a decentralized algorithm with near-optimal guarantee on the regret, and can be easily implemented to obtain competitive empirical performance.","https://ojs.aaai.org/index.php/AAAI/article/view/26251/26023"
"26252","Federated Generative Model on Multi-Source Heterogeneous Data in IoT","['Zuobin Xiong', 'Wei Li', 'Zhipeng Cai']","['Georgia State University', 'Georgia State University', 'Georgia State University']","['ML: Deep Generative Models & Autoencoders', 'ML: Adversarial Learning & Robustness', 'ML: Distributed Machine Learning & Federated Learning']","Xiong, Z., Li, W., & Cai, Z. (2023). Federated Generative Model on Multi-Source Heterogeneous Data in IoT. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10537-10545. https://doi.org/10.1609/aaai.v37i9.26252","Abstract 					The study of generative models is a promising branch of deep learning techniques, which has been successfully applied to different scenarios, such as Artificial Intelligence and the Internet of Things. While in most of the existing works, the generative models are realized as a centralized structure, raising the threats of security and privacy and the overburden of communication costs. Rare efforts have been committed to investigating distributed generative models, especially when the training data comes from multiple heterogeneous sources under realistic IoT settings. In this paper, to handle this challenging problem, we design a federated generative model framework that can learn a powerful generator for the hierarchical IoT systems. Particularly, our generative model framework can solve the problem of distributed data generation on multi-source heterogeneous data in two scenarios, i.e., feature related scenario and label related scenario. In addition, in our federated generative models, we develop a synchronous and an asynchronous updating methods to satisfy different application requirements. Extensive experiments on a simulated dataset and multiple real datasets are conducted to evaluate the data generation performance of our proposed generative models through comparison with the state-of-the-arts.","https://ojs.aaai.org/index.php/AAAI/article/view/26252/26024"
"26253","Contrastive Open Set Recognition","['Baile Xu', 'Furao Shen', 'Jian Zhao']","['State Key Laboratory for Novel Software Technology, Nanjing University\nDepartment of Computer Science and Technology, Nanjing University', 'State Key Laboratory for Novel Software Technology, Nanjing University\nSchool of Artificial Intelligence, Nanjing University', 'School of Electronic Science and Engineering, Nanjing University']","['ML: Classification and Regression', 'ML: Representation Learning']","Xu, B., Shen, F., & Zhao, J. (2023). Contrastive Open Set Recognition. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10546-10556. https://doi.org/10.1609/aaai.v37i9.26253","Abstract 					In conventional recognition tasks, models are only trained to recognize learned targets, but it is usually difficult to collect training examples of all potential categories. In the testing phase, when models receive test samples from unknown classes, they mistakenly classify the samples into known classes. Open set recognition (OSR) is a more realistic recognition task, which requires the classifier to detect unknown test samples while keeping a high classification accuracy of known classes. In this paper, we study how to improve the OSR performance of deep neural networks from the perspective of representation learning. We employ supervised contrastive learning to improve the quality of feature representations, propose a new supervised contrastive learning method that enables the model to learn from soft training targets, and design an OSR framework on its basis. With the proposed method, we are able to make use of label smoothing and mixup when training deep neural networks contrastively, so as to improve both the robustness of outlier detection in OSR tasks and the accuracy in conventional classification tasks. We validate our method on multiple benchmark datasets and testing scenarios, achieving experimental results that verify the effectiveness of the proposed method.","https://ojs.aaai.org/index.php/AAAI/article/view/26253/26025"
"26254","Progressive Deep Multi-View Comprehensive Representation Learning","['Cai Xu', 'Wei Zhao', 'Jinglong Zhao', 'Ziyu Guan', 'Yaming Yang', 'Long Chen', 'Xiangyu Song']","['Xidian University', 'Xidian University', 'Xidian University', 'Xidian University', 'Xidian University', 'Xi’an University of Posts & Telecommunications', 'Deakin University']","['ML: Multi-Instance/Multi-View Learning', 'ML: Classification and Regression', 'ML: Multimodal Learning', 'ML: Representation Learning']","Xu, C., Zhao, W., Zhao, J., Guan, Z., Yang, Y., Chen, L., & Song, X. (2023). Progressive Deep Multi-View Comprehensive Representation Learning. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10557-10565. https://doi.org/10.1609/aaai.v37i9.26254","Abstract 					Multi-view Comprehensive Representation Learning (MCRL) aims to synthesize information from multiple views to learn comprehensive representations of data items. Prevalent deep MCRL methods typically concatenate synergistic view-specific representations or average aligned view-specific representations in the fusion stage. However, the performance of synergistic fusion methods inevitably degenerate or even fail when partial views are missing in real-world applications; the aligned based fusion methods usually cannot fully exploit the complementarity of multi-view data. To eliminate all these drawbacks, in this work we present a Progressive Deep Multi-view Fusion (PDMF) method. Considering the multi-view comprehensive representation should contain complete information and the view-specific data contain partial information, we deem that it is unstable to directly learn the mapping from partial information to complete information. Hence, PDMF employs a progressive learning strategy, which contains the pre-training and fine-tuning stages. In the pre-training stage, PDMF decodes the auxiliary comprehensive representation to the view-specific data. It also captures the consistency and complementarity by learning the relations between the dimensions of the auxiliary comprehensive representation and all views. In the fine-tuning stage, PDMF learns the mapping from the original data to the comprehensive representation with the help of the auxiliary comprehensive representation and relations. Experiments conducted on a synthetic toy dataset and 4 real-world datasets show that PDMF outperforms state-of-the-art baseline methods. The code is released at https://github.com/winterant/PDMF.","https://ojs.aaai.org/index.php/AAAI/article/view/26254/26026"
"26255","A Survey on Model Compression and Acceleration for Pretrained Language Models","['Canwen Xu', 'Julian McAuley']","['University of California, San Diego', 'University of California, San Diego']","['ML: Learning on the Edge & Model Compression', 'SNLP: Language Models']","Xu, C., & McAuley, J. (2023). A Survey on Model Compression and Acceleration for Pretrained Language Models. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10566-10575. https://doi.org/10.1609/aaai.v37i9.26255","Abstract 					Despite achieving state-of-the-art performance on many NLP tasks, the high energy cost and long inference delay prevent Transformer-based pretrained language models (PLMs) from seeing broader adoption including for edge and mobile computing. Efficient NLP research aims to comprehensively consider computation, time and carbon emission for the entire life-cycle of NLP, including data preparation, model training and inference. In this survey, we focus on the inference stage and review the current state of model compression and acceleration for pretrained language models, including benchmarks, metrics and methodology.","https://ojs.aaai.org/index.php/AAAI/article/view/26255/26027"
"26256","GraphPrompt: Graph-Based Prompt Templates for Biomedical Synonym Prediction","['Hanwen Xu', 'Jiayou Zhang', 'Zhirui Wang', 'Shizhuo Zhang', 'Megh Bhalerao', 'Yucong Liu', 'Dawei Zhu', 'Sheng Wang']","['University of Washington', 'Mohamed bin Zayed University of Artificial Intelligence', 'Carnegie Mellon University', 'Nanyang Technological University', 'University of Washington', 'Peking University', 'Peking University', 'Paul G. Allen School of Computer Science\nUniversity of Washington']","['ML: Representation Learning', 'ML: Classification and Regression', 'ML: Relational Learning']","Xu, H., Zhang, J., Wang, Z., Zhang, S., Bhalerao, M., Liu, Y., Zhu, D., & Wang, S. (2023). GraphPrompt: Graph-Based Prompt Templates for Biomedical Synonym Prediction. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10576-10584. https://doi.org/10.1609/aaai.v37i9.26256","Abstract 					In the expansion of biomedical dataset, the same category may be labeled with different terms, thus being tedious and onerous to curate these terms. Therefore, automatically mapping synonymous terms onto the ontologies is desirable, which we name as biomedical synonym prediction task. Unlike biomedical concept normalization (BCN), no clues from context can be used to enhance synonym prediction, making it essential to extract graph features from ontology. We introduce an expert-curated dataset OBO-syn encompassing 70 different types of concepts and 2 million curated concept-term pairs for evaluating synonym prediction methods. We find BCN methods perform weakly on this task for not making full use of graph information. Therefore, we propose GraphPrompt, a prompt-based learning approach that creates prompt templates according to the graphs. GraphPrompt obtained 37.2% and 28.5% improvement on zero-shot and few-shot settings respectively, indicating the effectiveness of these graph-based prompt templates. We envision that our method GraphPrompt and OBO-syn dataset can be broadly applied to graph-based NLP tasks, and serve as the basis for analyzing diverse and accumulating biomedical data. All the data and codes are avalible at: https://github.com/HanwenXuTHU/GraphPrompt","https://ojs.aaai.org/index.php/AAAI/article/view/26256/26028"
"26257","Open-Ended Diverse Solution Discovery with Regulated Behavior Patterns for Cross-Domain Adaptation","['Kang Xu', 'Yan Ma', 'Bingsheng Wei', 'Wei Li']","['Academy for Engineering and Technology, Fudan University', 'Academy for Engineering and Technology, Fudan University', 'Academy for Engineering and Technology, Fudan University', 'Academy for Engineering and Technology, Fudan University, Shanghai, China']","['ML: Reinforcement Learning Algorithms', 'ML: Transfer', 'Domain Adaptation', 'Multi-Task Learning', 'ML: Ensemble Methods']","Xu, K., Ma, Y., Wei, B., & Li, W. (2023). Open-Ended Diverse Solution Discovery with Regulated Behavior Patterns for Cross-Domain Adaptation. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10585-10593. https://doi.org/10.1609/aaai.v37i9.26257","Abstract 					While Reinforcement Learning can achieve impressive results for complex tasks, the learned policies are generally prone to fail in downstream tasks with even minor model mismatch or unexpected perturbations. Recent works have demonstrated that a policy population with diverse behavior characteristics can generalize to downstream environments with various discrepancies. However, such policies might result in catastrophic damage during the deployment in practical scenarios like real-world systems due to the unrestricted behaviors of trained policies. Furthermore, training diverse policies without regulation of the behavior can result in inadequate feasible policies for extrapolating to a wide range of test conditions with dynamics shifts. In this work, we aim to train diverse policies under the regularization of the behavior patterns. We motivate our paradigm by observing the inverse dynamics in the environment with partial state information and propose Diversity in Regulation (DiR) training diverse policies with regulated behaviors to discover desired patterns that benefit the generalization. Considerable empirical results on various variations of different environments indicate that our method attains improvements over other diversity-driven counterparts.","https://ojs.aaai.org/index.php/AAAI/article/view/26257/26029"
"26258","Efficient Top-K Feature Selection Using Coordinate Descent Method","['Lei Xu', 'Rong Wang', 'Feiping Nie', 'Xuelong Li']","['School of Computer Science, Northwestern Polytechnical University\nSchool of Artificial Intelligence, OPtics and ElectroNics (iOPEN), Northwestern Polytechnical University', 'School of Artificial Intelligence, OPtics and ElectroNics (iOPEN), Northwestern Polytechnical University', 'School of Computer Science, Northwestern Polytechnical University\nSchool of Artificial Intelligence, OPtics and ElectroNics (iOPEN), Northwestern Polytechnical University', 'School of Artificial Intelligence, OPtics and ElectroNics (iOPEN), Northwestern Polytechnical University']","['ML: Dimensionality Reduction/Feature Selection', 'ML: Optimization']","Xu, L., Wang, R., Nie, F., & Li, X. (2023). Efficient Top-K Feature Selection Using Coordinate Descent Method. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10594-10601. https://doi.org/10.1609/aaai.v37i9.26258","Abstract 					Sparse learning based feature selection has been widely investigated in recent years. In this study, we focus on the l2,0-norm based feature selection, which is effective for exact top-k feature selection but challenging to optimize. To solve the general l2,0-norm constrained problems, we novelly develop a parameter-free optimization framework based on the coordinate descend (CD) method, termed CD-LSR. Specifically, we devise a skillful conversion from the original problem to solving one continuous matrix and one discrete selection matrix. Then the nontrivial l2,0-norm constraint can be solved efficiently by solving the selection matrix with CD method. We impose the l2,0-norm on a vanilla least square regression (LSR) model for feature selection and optimize it with CD-LSR. Extensive experiments exhibit the efficiency of CD-LSR, as well as the discrimination ability of l2,0-norm to identify informative features. More importantly, the versatility of CD-LSR facilitates the applications of the l2,0-norm in more sophisticated models. Based on the competitive performance of l2,0-norm on the baseline LSR model, the satisfactory performance of its applications is reasonably expected. The source MATLAB code are available at: https://github.com/solerxl/Code_For_AAAI_2023.","https://ojs.aaai.org/index.php/AAAI/article/view/26258/26030"
"26259","Label-Specific Feature Augmentation for Long-Tailed Multi-Label Text Classification","['Pengyu Xu', 'Lin Xiao', 'Bing Liu', 'Sijin Lu', 'Liping Jing', 'Jian Yu']","['Beijing Jiaotong University', 'Beijing Jiaotong University', 'Beijing Jiaotong University', 'Beijing Jiaotong University,', 'Beijing Jiaotong University', 'Beijing Jiaotong University']","['ML: Multi-Class/Multi-Label Learning & Extreme Classification', 'ML: Classification and Regression', 'ML: Deep Generative Models & Autoencoders', 'SNLP: Text Classification', 'ML: Deep Neural Network Algorithms', 'ML: Representation Learning', 'ML: Transfer', 'Domain Adaptation', 'Multi-Task Learning', 'ML: Unsupervised & Self-Supervised Learning', 'SNLP: Sentiment Analysis and Stylistic Analysis']","Xu, P., Xiao, L., Liu, B., Lu, S., Jing, L., & Yu, J. (2023). Label-Specific Feature Augmentation for Long-Tailed Multi-Label Text Classification. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10602-10610. https://doi.org/10.1609/aaai.v37i9.26259","Abstract 					Multi-label text classification (MLTC) involves tagging a document with its most relevant subset of labels from a label set. In real applications, labels usually follow a long-tailed distribution, where most labels (called as tail-label) only contain a small number of documents and limit the performance of MLTC. To facilitate this low-resource problem, researchers introduced a simple but effective strategy, data augmentation (DA). However, most existing DA approaches struggle in multi-label settings. The main reason is that the augmented documents for one label may inevitably influence the other co-occurring labels and further exaggerate the long-tailed problem. To mitigate this issue, we propose a new pair-level augmentation framework for MLTC, called Label-Specific Feature Augmentation (LSFA), which merely augments positive feature-label pairs for the tail-labels. LSFA contains two main parts. The first is for label-specific document representation learning in the high-level latent space, the second is for augmenting tail-label features in latent space by transferring the documents second-order statistics (intra-class semantic variations) from head labels to tail labels. At last, we design a new loss function for adjusting classifiers based on augmented datasets. The whole learning procedure can be effectively trained. Comprehensive experiments on benchmark datasets have shown that the proposed LSFA outperforms the state-of-the-art counterparts.","https://ojs.aaai.org/index.php/AAAI/article/view/26259/26031"
"26260","Neighborhood-Regularized Self-Training for Learning with Few Labels","['Ran Xu', 'Yue Yu', 'Hejie Cui', 'Xuan Kan', 'Yanqiao Zhu', 'Joyce Ho', 'Chao Zhang', 'Carl Yang']","['Emory University', 'Georgia Institute of Technology', 'Emory University', 'Emory University', 'University of California, Los Angeles', 'Emory University', 'Georgia Institute of Technology', 'Emory University']","['ML: Semi-Supervised Learning', 'APP: Bioinformatics', 'SNLP: Text Classification']","Xu, R., Yu, Y., Cui, H., Kan, X., Zhu, Y., Ho, J., Zhang, C., & Yang, C. (2023). Neighborhood-Regularized Self-Training for Learning with Few Labels. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10611-10619. https://doi.org/10.1609/aaai.v37i9.26260","Abstract 					Training deep neural networks (DNNs) with limited supervision has been a popular research topic as it can significantly alleviate the annotation burden. Self-training has been successfully applied in semi-supervised learning tasks, but one drawback of self-training is that it is vulnerable to the label noise from incorrect pseudo labels. Inspired by the fact that samples with similar labels tend to share similar representations, we develop a neighborhood-based sample selection approach to tackle the issue of noisy pseudo labels. We further stabilize self-training via aggregating the predictions from different rounds during sample selection. Experiments on eight tasks show that our proposed method outperforms the strongest self-training baseline with 1.83% and 2.51% performance gain for text and graph datasets on average. Our further analysis demonstrates that our proposed data selection strategy reduces the noise of pseudo labels by 36.8% and saves 57.3% of the time when compared with the best baseline. Our code and appendices will be uploaded to: https://github.com/ritaranx/NeST.","https://ojs.aaai.org/index.php/AAAI/article/view/26260/26032"
"26261","Resilient Binary Neural Network","['Sheng Xu', 'Yanjing Li', 'Teli Ma', 'Mingbao Lin', 'Hao Dong', 'Baochang Zhang', 'Peng Gao', 'Jinhu Lu']","['Beihang University', 'Beihang University', 'Shanghai AI Laboratory', 'Tencent', 'Peking University', 'Beihang University\nZhongguancun Laboratory', 'Shanghai AI Laboratory', 'Beihang University\nZhongguancun Laboratory']","['ML: Learning on the Edge & Model Compression', 'CV: Language and Vision', 'CV: Other Foundations of Computer Vision']","Xu, S., Li, Y., Ma, T., Lin, M., Dong, H., Zhang, B., Gao, P., & Lu, J. (2023). Resilient Binary Neural Network. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10620-10628. https://doi.org/10.1609/aaai.v37i9.26261","Abstract 					Binary neural networks (BNNs) have received ever-increasing popularity for their great capability of reducing storage burden as well as quickening inference time. However, there is a severe performance drop compared with {real-valued} networks, due to its intrinsic frequent weight oscillation during training. In this paper, we introduce a Resilient Binary Neural Network (ReBNN) to mitigate the frequent oscillation for better BNNs' training. We identify that the weight oscillation mainly stems from the non-parametric scaling factor. To address this issue, we propose to parameterize the scaling factor and introduce a weighted reconstruction loss to build an adaptive training objective. For the first time, we show that the weight oscillation  is  controlled by the balanced parameter attached to the reconstruction loss, which provides a theoretical foundation to  parameterize it in back propagation. Based on this, we learn our ReBNN by calculating the balanced parameter based on its maximum magnitude, which can  effectively mitigate the weight oscillation with a resilient training process. Extensive experiments are conducted  upon various network models, such as ResNet and Faster-RCNN for computer vision, as well as BERT for natural language processing. The results demonstrate the overwhelming performance of our ReBNN over prior arts. For example, our ReBNN achieves 66.9% Top-1 accuracy with ResNet-18 backbone on the ImageNet dataset, surpassing existing state-of-the-arts by a significant margin. Our code is open-sourced at https://github.com/SteveTsui/ReBNN.","https://ojs.aaai.org/index.php/AAAI/article/view/26261/26033"
"26262","Transfer Learning Enhanced DeepONet for Long-Time Prediction of Evolution Equations","['Wuzhe Xu', 'Yulong Lu', 'Li Wang']","['University of Minnesota', 'University of Massachusetts Amherst', 'University of Minnesota']","['ML: Deep Neural Network Algorithms', 'ML: Applications', 'ML: Deep Neural Architectures', 'ML: Transfer', 'Domain Adaptation', 'Multi-Task Learning']","Xu, W., Lu, Y., & Wang, L. (2023). Transfer Learning Enhanced DeepONet for Long-Time Prediction of Evolution Equations. Proceedings of the AAAI Conference on Artificial Intelligence, 37(9), 10629-10636. https://doi.org/10.1609/aaai.v37i9.26262","Abstract 					Deep operator network (DeepONet) has demonstrated great success in various learning tasks, including learning solution operators of partial differential equations. In particular, it provides  an efficient approach to predicting the evolution equations in a finite time horizon. Nevertheless, the vanilla DeepONet suffers from the issue of stability degradation in the long- time prediction. This paper proposes a transfer-learning aided DeepONet to enhance the stability. Our idea is to use transfer learning to sequentially update the DeepONets as the surro- gates for propagators learned in different time frames. The evolving DeepONets can better track the varying complexities of the evolution equations, while only need to be updated by efficient training of a tiny fraction of the operator networks. Through systematic experiments, we show that the proposed method not only improves the long-time accuracy of Deep- ONet while maintaining similar computational cost but also substantially reduces the sample size of the training set.","https://ojs.aaai.org/index.php/AAAI/article/view/26262/26034"
