source,year,title,authors,keywords,index,pdf_path,awards,theoretical,implementation_url,public_datasets,total_datasets,Implementation,Data,Configuration,Experimental Procedure,Expertise
IJCAI,2024,Enhancing Cross-modal Completion and Alignment for Unsupervised Incomplete Text-to-Image Person Retrieval,"Tiantian Gong, Junsheng Wang, Liyan Zhang",Computer Vision: CV: Multimodal learning,0088,IJCAI/2024/Proceedings/0088 - Enhancing Cross-modal Completion and Alignment for Unsupervised Incomplete Text-to-Image Person Retrieval.pdf,,False,False,2,2,10,2,5,1,5
IJCAI,2024,Towards Generalizable Neural Solvers for Vehicle Routing Problems via Ensemble with Transferrable Local Policy,"Chengrui Gao, Haopu Shang, Ke Xue, Dong Li, Chao Qian","Search: S: Search and machine learning, Machine Learning: ML: Reinforcement learning, Search: S: Combinatorial search and optimisation",0764,IJCAI/2024/Proceedings/0764 - Towards Generalizable Neural Solvers for Vehicle Routing Problems via Ensemble with Transferrable Local Policy.pdf,,False,True,5,5,2,2,2,1,5
IJCAI,2024,Learning Fair Representations for Recommendation via Information Bottleneck Principle,"Junsong Xie, Yonghui Yang, Zihan Wang, Le Wu","Data Mining: DM: Recommender systems, AI Ethics, Trust, Fairness: ETF: Fairness and diversity, Data Mining: DM: Collaborative filtering, Machine Learning: ML: Representation learning",0273,IJCAI/2024/Proceedings/0273 - Learning Fair Representations for Recommendation via Information Bottleneck Principle.pdf,,False,True,2,2,3,2,2,2,3
IJCAI,2024,Design a Win-Win Strategy That Is Fair to Both Service Providers and Tasks When Rejection Is Not an Option,"Yohai Trabelsi, Pan Xu, Sarit Kraus",Agent-based and Multi-agent Systems: MAS: Resource allocation,0029,IJCAI/2024/Proceedings/0029 - Design a Win-Win Strategy That Is Fair to Both Service Providers and Tasks When Rejection Is Not an Option.pdf,,False,True,1,1,2,2,1,1,4
IJCAI,2024,Streamflow Prediction with Uncertainty Quantification for Water Management: A Constrained Reasoning and Learning Approach,"Mohammed Amine Gharsallaoui, Bhupinderjeet Singh, Supriya Savalkar, Aryan Deshwal, Ananth Kalyanaraman, Kirti Rajagopalan, Janardhan Rao Doppa","Multidisciplinary Topics and Applications: General, Machine Learning: General",0804,IJCAI/2024/Proceedings/0804 - Streamflow Prediction with Uncertainty Quantification for Water Management: A Constrained Reasoning and Learning Approach.pdf,,False,True,1,1,2,1,4,1,4
IJCAI,2024,An NCDE-based Framework for Universal Representation Learning of Time Series,"Zihan Liu, Bowen Du, Junchen Ye, Xianqing Wen, Leilei Sun","Machine Learning: ML: Representation learning, Machine Learning: ML: Self-supervised Learning, Machine Learning: ML: Time series and data streams",0511,IJCAI/2024/Proceedings/0511 - An NCDE-based Framework for Universal Representation Learning of Time Series.pdf,,False,True,32,32,1,1,1,2,3
IJCAI,2024,Intention Progression with Temporally Extended Goals,"Yuan Yao, Natasha Alechina, Brian Logan","Agent-based and Multi-agent Systems: MAS: Agent theories and models, Agent-based and Multi-agent Systems: MAS: Engineering methods, platforms, languages and tools",0033,IJCAI/2024/Proceedings/0033 - Intention Progression with Temporally Extended Goals.pdf,,False,True,1,1,4,1,4,1,4
IJCAI,2024,Graph Contrastive Learning with Reinforcement Augmentation,"Ziyang Liu, Chaokun Wang, Cheng Wu","Data Mining: DM: Mining graphs, Machine Learning: ML: Representation learning, Machine Learning: ML: Reinforcement learning, Machine Learning: ML: Self-supervised Learning",0246,IJCAI/2024/Proceedings/0246 - Graph Contrastive Learning with Reinforcement Augmentation.pdf,,False,False,14,14,10,2,3,1,7
IJCAI,2024,TFLOP: Table Structure Recognition Framework with Layout Pointer Mechanism,"Minsoo Khang, Teakgyu Hong","Computer Vision: CV: Recognition (object detection, categorization), Computer Vision: CV: Applications, Natural Language Processing: NLP: Applications",0105,IJCAI/2024/Proceedings/0105 - TFLOP: Table Structure Recognition Framework with Layout Pointer Mechanism.pdf,,False,True,3,3,2,1,4,4,4
IJCAI,2024,Learning a Spiking Neural Network for Efficient Image Deraining,"Tianyu Song, Guiyue Jin, Pengpeng Li, Kui Jiang, Xiang Chen, Jiyu Jin","Computer Vision: CV: Image and video synthesis and generation, Computer Vision: CV: Applications, Computer Vision: CV: Computational photography",0139,IJCAI/2024/Proceedings/0139 - Learning a Spiking Neural Network for Efficient Image Deraining.pdf,,False,True,5,5,2,1,3,2,4
IJCAI,2024,GS2P: A Generative Pre-trained Learning to Rank Model with Over-parameterization for Web-Scale Search (Extended Abstract),"Yuchen Li, Haoyi Xiong, Linghe Kong, Jiang Bian, Shuaiqiang Wang, Guihai Chen, Dawei Yin","Data Mining: DM: Mining text, web, social media",0936,IJCAI/2024/Proceedings/0936 - GS2P: A Generative Pre-trained Learning to Rank Model with Over-parameterization for Web-Scale Search (Extended Abstract).pdf,,False,False,1,2,10,4,10,5,8
IJCAI,2024,Cross-Domain Feature Augmentation for Domain Generalization,"Yingnan Liu, Yingtian Zou, Rui Qiao, Fusheng Liu, Mong Li Lee, Wynne Hsu","Computer Vision: CV: Transfer, low-shot, semi- and un- supervised learning, Computer Vision: CV: Machine learning for vision",0127,IJCAI/2024/Proceedings/0127 - Cross-Domain Feature Augmentation for Domain Generalization.pdf,,False,False,5,5,8,2,2,2,4
IJCAI,2024,Manipulating Embeddings of Stable Diffusion Prompts,"Niklas Deckers, Julia Peters, Martin Potthast","Methods and resources: Machine learning, deep learning, neural models, reinforcement learning, Application domains: Images, movies and visual arts",0845,IJCAI/2024/Proceedings/0845 - Manipulating Embeddings of Stable Diffusion Prompts.pdf,,False,True,2,2,1,2,6,2,5
IJCAI,2024,Optimizing Viscous Democracy,"Ben Armstrong, Shiri Alouf-Heffetz, Nimrod Talmon","Game Theory and Economic Paradigms: GTEP: Computational social choice, Agent-based and Multi-agent Systems: MAS: Agent-based simulation and emergence, Multidisciplinary Topics and Applications: MTA: Web and social networks",0292,IJCAI/2024/Proceedings/0292 - Optimizing Viscous Democracy.pdf,,False,False,0,2,8,7,1,2,6
IJCAI,2024,Two-stage Semi-supervised Speaker Recognition with Gated Label Learning,"Xingmei Wang, Jiaxiang Meng, Kong Aik Lee, Boquan Li, Jinghan Liu","Natural Language Processing: NLP: Speech, Machine Learning: ML: Semi-supervised learning",0718,IJCAI/2024/Proceedings/0718 - Two-stage Semi-supervised Speaker Recognition with Gated Label Learning.pdf,,False,True,1,1,3,2,4,4,4
IJCAI,2024,Contrastive and View-Interaction Structure Learning for Multi-view Clustering,"Jing Wang, Songhe Feng","Machine Learning: ML: Multi-view learning, Machine Learning: ML: Clustering",0559,IJCAI/2024/Proceedings/0559 - Contrastive and View-Interaction Structure Learning for Multi-view Clustering.pdf,,False,False,6,6,10,2,5,6,6
IJCAI,2024,HyDiscGAN: A Hybrid Distributed cGAN for Audio-Visual Privacy Preservation in Multimodal Sentiment Analysis,"Zhuojia Wu, Qi Zhang, Duoqian Miao, Kun Yi, Wei Fan, Liang Hu","Natural Language Processing: NLP: Sentiment analysis, stylistic analysis, and argument mining, Machine Learning: ML: Multi-modal learning, Multidisciplinary Topics and Applications: MTA: Security and privacy",0724,IJCAI/2024/Proceedings/0724 - HyDiscGAN: A Hybrid Distributed cGAN for Audio-Visual Privacy Preservation in Multimodal Sentiment Analysis.pdf,,False,False,2,2,10,2,10,7,7
IJCAI,2024,Hyperparameter Optimization Can Even Be Harmful in Off-Policy Learning and How to Deal with It,"Yuta Saito, Masahiro Nomura","Machine Learning: ML: Causality, Machine Learning: ML: Hyperparameter optimization, Machine Learning: ML: Multi-armed bandits, Uncertainty in AI: UAI: Causality, structural causal models and causal inference",0537,IJCAI/2024/Proceedings/0537 - Hyperparameter Optimization Can Even Be Harmful in Off-Policy Learning and How to Deal with It.pdf,,False,False,1,1,5,1,1,2,6
IJCAI,2024,A Top-Down Tree Model Counter for Quantified Boolean Formulas,"Florent Capelli, Jean-Marie Lagniez, Andreas Plank, Martina Seidl","Constraint Satisfaction and Optimization: CSO: Satisfiabilty, Constraint Satisfaction and Optimization: CSO: Solvers and tools",0205,IJCAI/2024/Proceedings/0205 - A Top-Down Tree Model Counter for Quantified Boolean Formulas.pdf,,False,True,7,7,1,1,1,1,5
IJCAI,2024,MuChin: A Chinese Colloquial Description Benchmark for Evaluating Language Models in the Field of Music,"Zihao Wang, Shuyu Li, Tao Zhang, Qi Wang, Pengfei Yu, Jinyang Luo, Yan Liu, Ming Xi, Kejun Zhang","Application domains: Music and sound, Methods and resources: AI methods for better understanding human creative processes, Methods and resources: AI systems for collaboration and co-creation, Methods and resources: Computational implementations inspired by fields such as psychology or cognitive science, Methods and resources: Datasets, knowledge bases and ontologies, Theory and philosophy of arts and creativity in AI systems: Autonomous creative or artistic AI, Theory and philosophy of arts and creativity in AI systems: Cultural and social impacts of AI on creativity, creative practice, education and society, Theory and philosophy of arts and creativity in AI systems: Ethical issues raised by creative AI systems, Theory and philosophy of arts and creativity in AI systems: Evaluation and curation of artistic or creative artefacts, Theory and philosophy of arts and creativity in AI systems: Other theory or philosophy of arts and creativity in AI, Theory and philosophy of arts and creativity in AI systems: Social (multi-agent) creativity and human-computer co-creation",0860,IJCAI/2024/Proceedings/0860 - MuChin: A Chinese Colloquial Description Benchmark for Evaluating Language Models in the Field of Music.pdf,,False,True,1,1,1,1,1,1,4
IJCAI,2024,A Conflict-Embedded Narrative Generation Using Commonsense Reasoning,"Youngrok Song, Gunhee Cho, HyunJu Kim, Youngjune Kim, Byung-Chull Bae, Yun-Gyung Cheong","Application domains: Text, literature and creative language, Theory and philosophy of arts and creativity in AI systems: Autonomous creative or artistic AI, Theory and philosophy of arts and creativity in AI systems: Computational paradigms, architectures and models for creativity",0857,IJCAI/2024/Proceedings/0857 - A Conflict-Embedded Narrative Generation Using Commonsense Reasoning.pdf,,False,False,2,3,6,3,10,3,4
IJCAI,2024,Spear: Evaluate the Adversarial Robustness of Compressed Neural Models,"Chong Yu, Tao Chen, Zhongxue Gan, Jiayuan Fan","Computer Vision: CV: Adversarial learning, adversarial attack and defense methods, Machine Learning: ML: Adversarial machine learning, Machine Learning: ML: Robustness",0177,IJCAI/2024/Proceedings/0177 - Spear: Evaluate the Adversarial Robustness of Compressed Neural Models.pdf,,False,False,1,1,7,4,1,3,5
IJCAI,2024,SemanticMask: A Contrastive View Design for Anomaly Detection in Tabular Data,"Shuting Tao, Tongtian Zhu, Hongwei Wang, Xiangming Meng","Data Mining: DM: Anomaly/outlier detection, Machine Learning: ML: Unsupervised learning",0262,IJCAI/2024/Proceedings/0262 - SemanticMask: A Contrastive View Design for Anomaly Detection in Tabular Data.pdf,,False,True,9,9,2,3,2,1,3
IJCAI,2024,Are Watermarks Bugs for Deepfake Detectors? Rethinking Proactive Forensics,"Xiaoshuai Wu, Xin Liao, Bo Ou, Yuling Liu, Zheng Qin","Multidisciplinary Topics and Applications: MTA: Security and privacy, Computer Vision: CV: Biometrics, face, gesture and pose recognition",0673,IJCAI/2024/Proceedings/0673 - Are Watermarks Bugs for Deepfake Detectors? Rethinking Proactive Forensics.pdf,,False,True,3,3,5,1,8,1,5
JAIR,2022,Explainable Deep Learning: A Field Guide for the Uninitiated,"Gabrielle Ras, Ning Xie, Marcel van Gerven, Derek Doran",Keywords:,13200,JAIR/2022/Proceedings/13200 - Explainable Deep Learning: A Field Guide for the Uninitiated.pdf,,True,False,0,0,1,1,1,1,2
JAIR,2022,Path Counting for Grid-Based Navigation,"Rhys Goldstein, Kean Walmsley, Jacobo Bibliowicz, Alexander Tessier, Simon Breslav, Azam Khan",Keywords:,13544,JAIR/2022/Proceedings/13544 - Path Counting for Grid-Based Navigation.pdf,,False,False,3,3,8,2,1,1,3
JAIR,2022,Marginal Distance and Hilbert-Schmidt Covariances-Based Independence Tests for Multivariate Functional Data,"Mirosław Krzyśko, Łukasz Smaga, Piotr Kokoszka",Keywords:,13233,JAIR/2022/Proceedings/13233 - Marginal Distance and Hilbert-Schmidt Covariances-Based Independence Tests for Multivariate Functional Data.pdf,,False,False,2,2,2,2,1,4,7
JAIR,2022,First-Order Rewritability and Complexity of Two-Dimensional Temporal Ontology-Mediated Queries,"Alessandro Artale, Roman Kontchakov, Alisa Kovtunova, Vladislav Ryzhikov, Frank Wolter, Michael Zakharyaschev",Keywords:,13511,JAIR/2022/Proceedings/13511 - First-Order Rewritability and Complexity of Two-Dimensional Temporal Ontology-Mediated Queries.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2022,Motion Planning Under Uncertainty with Complex Agents and Environments via Hybrid Search,"Daniel Strawser, Brian Williams",Keywords:,13361,JAIR/2022/Proceedings/13361 - Motion Planning Under Uncertainty with Complex Agents and Environments via Hybrid Search.pdf,,False,False,0,4,9,7,10,1,8
JAIR,2022,Interpretable Local Concept-based Explanation with Human Feedback to Predict All-cause Mortality,"Radwa EL Shawi, Mouaz H. Al-Mallah",Keywords:,14019,JAIR/2022/Proceedings/14019 - Interpretable Local Concept-based Explanation with Human Feedback to Predict All-cause Mortality.pdf,,False,False,1,1,10,2,10,2,5
JAIR,2022,HEBO: Pushing The Limits of Sample-Efficient Hyper-parameter Optimisation,"Alexander I. Cowen-Rivers, Wenlong Lyu, Rasul Tutunov, Zhi Wang, Antoine Grosnit, Ryan Rhys Griffiths, Alexandre Max Maraval, Hao Jianye, Jun Wang, Jan Peters, Haitham Bou-Ammar",Keywords:,13643,JAIR/2022/Proceedings/13643 - HEBO: Pushing The Limits of Sample-Efficient Hyper-parameter Optimisation.pdf,,False,True,6,6,1,4,1,1,4
JAIR,2022,Get out of the BAG! Silos in AI Ethics Education: Unsupervised Topic Modeling Analysis of Global AI Curricula,"Rana Tallal Javed, Osama Nasir, Melania Borit, Loïs Vanhée, Elias  Zea, Shivam Gupta, Ricardo Vinuesa, Junaid Qadir",Keywords:,13550,JAIR/2022/Proceedings/13550 - Get out of the BAG! Silos in AI Ethics Education: Unsupervised Topic Modeling Analysis of Global AI Curricula.pdf,,True,False,0,0,1,1,1,1,6
JAIR,2022,Multi-Agent Path Finding: A New Boolean Encoding,"Roberto Asín Achá, Rodrigo López, Sebastian Hagedorn, Jorge A. Baier",Keywords:,13818,JAIR/2022/Proceedings/13818 - Multi-Agent Path Finding: A New Boolean Encoding.pdf,,False,True,1,1,4,2,1,1,4
JAIR,2022,Data-Driven Revision of Conditional Norms in Multi-Agent Systems,"Davide Dell'Anna, Natasha Alechina, Fabiano Dalpiaz, Mehdi Dastani, Brian Logan",Keywords:,13683,JAIR/2022/Proceedings/13683 - Data-Driven Revision of Conditional Norms in Multi-Agent Systems.pdf,,False,True,1,1,1,1,4,1,3
JAIR,2022,TOOLTANGO: Common sense Generalization in Predicting Sequential Tool Interactions for Robot Plan Synthesis,"Shreshth Tuli, Rajas Bansal, Rohan Paul, Mausam",Keywords:,13791,JAIR/2022/Proceedings/13791 - TOOLTANGO: Common sense Generalization in Predicting Sequential Tool Interactions for Robot Plan Synthesis.pdf,,False,True,1,1,2,1,3,1,4
JAIR,2022,Adaptive Greedy versus Non-adaptive Greedy for Influence Maximization,"Wei Chen, Binghui Peng, Grant Schoenebeck, Biaoshuai Tao",Keywords:,12997,JAIR/2022/Proceedings/12997 - Adaptive Greedy versus Non-adaptive Greedy for Influence Maximization.pdf,,False,False,5,5,10,3,1,2,5
JAIR,2022,Altruistic Hedonic Games,"Anna Maria Kerkmann, Nhan-Tam Nguyen, Anja Rey, Lisa Rey, Jörg Rothe, Lena Schend, Alessandra Wiechers",Keywords:,13706,JAIR/2022/Proceedings/13706 - Altruistic Hedonic Games.pdf,,True,False,0,0,1,1,1,1,9
JAIR,2022,Asymmetric Action Abstractions for Planning in Real-Time Strategy Games,"Rubens O. Moraes, Mario A. Nascimento, Levi H.S. Lelis",Keywords:,13769,JAIR/2022/Proceedings/13769 - Asymmetric Action Abstractions for Planning in Real-Time Strategy Games.pdf,,False,True,1,1,5,1,9,1,4
JAIR,2022,Sum-of-Products with Default Values: Algorithms and Complexity Results,"Robert Ganian, Eun Jung Kim, Friedrich Slivovsky, Stefan Szeider",Keywords:,12370,JAIR/2022/Proceedings/12370 - Sum-of-Products with Default Values: Algorithms and Complexity Results.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2022,Threshold Treewidth and Hypertree Width,"Robert Ganian, Andre Schidler, Manuel Sorge, Stefan Szeider",Keywords:,13661,JAIR/2022/Proceedings/13661 - Threshold Treewidth and Hypertree Width.pdf,,False,True,2,2,2,4,1,3,5
JAIR,2022,Finding and Recognizing Popular Coalition Structures,"Felix Brandt, Martin Bullinger",Keywords:,13470,JAIR/2022/Proceedings/13470 - Finding and Recognizing Popular Coalition Structures.pdf,,True,False,0,0,1,1,1,1,9
JAIR,2022,Preferences Single-Peaked on a Tree: Multiwinner Elections and Structural Results,"Dominik Peters, Lan Yu, Hau Chan, Edith Elkind",Keywords:,12332,JAIR/2022/Proceedings/12332 - Preferences Single-Peaked on a Tree: Multiwinner Elections and Structural Results.pdf,,True,False,0,0,1,1,1,1,9
JAIR,2022,Jointly Learning Environments and Control Policies with Projected Stochastic Gradient Ascent,"Adrien Bolland, Ioannis Boukas, Mathias Berger, Damien Ernst",Keywords:,13350,JAIR/2022/Proceedings/13350 - Jointly Learning Environments and Control Policies with Projected Stochastic Gradient Ascent.pdf,,False,True,1,1,2,1,3,2,5
JAIR,2022,Learning to Design Fair and Private Voting Rules,"Farhad Mohsin, Ao Liu, Pin-Yu Chen, Francesca Rossi, Lirong Xia",Keywords:,13734,JAIR/2022/Proceedings/13734 - Learning to Design Fair and Private Voting Rules.pdf,,False,False,1,1,10,6,9,1,5
JAIR,2022,Planning with Perspectives -- Decomposing Epistemic Planning using Functional STRIPS,"Guang Hu, Tim Miller, Nir Lipovetzky",Keywords:,13446,JAIR/2022/Proceedings/13446 - Planning with Perspectives -- Decomposing Epistemic Planning using Functional STRIPS.pdf,,False,True,4,4,2,3,9,1,3
JAIR,2022,CoLLIE: Continual Learning of Language Grounding from Language-Image Embeddings,"Gabriel Skantze, Bram Willemsen",Keywords:,13689,JAIR/2022/Proceedings/13689 - CoLLIE: Continual Learning of Language Grounding from Language-Image Embeddings.pdf,,False,True,2,2,2,2,5,1,4
JAIR,2022,The Computational Complexity of ReLU Network Training Parameterized by Data Dimensionality,"Vincent Froese, Christoph Hertrich, Rolf Niedermeier",Keywords:,13547,JAIR/2022/Proceedings/13547 - The Computational Complexity of ReLU Network Training Parameterized by Data Dimensionality.pdf,,True,False,0,0,1,1,1,1,8
JAIR,2022,Metric-Distortion Bounds under Limited Information,"Ioannis Anagnostides, Dimitris Fotakis, Panagiotis Patsilinakos",Keywords:,13338,JAIR/2022/Proceedings/13338 - Metric-Distortion Bounds under Limited Information.pdf,,False,True,1,1,3,2,1,2,3
JAIR,2022,On Tackling Explanation Redundancy in Decision Trees,"Yacine Izza, Alexey Ignatiev, Joao Marques-Silva",Keywords:,13575,JAIR/2022/Proceedings/13575 - On Tackling Explanation Redundancy in Decision Trees.pdf,,False,True,30,30,1,3,1,3,3
JAIR,2022,Planning with Critical Section Macros: Theory and Practice,"Lukas Chrpa, Mauro Vallati",Keywords:,13269,JAIR/2022/Proceedings/13269 - Planning with Critical Section Macros: Theory and Practice.pdf,,False,True,15,15,2,3,3,1,4
JAIR,2022,Ranking Sets of Objects: The Complexity of Avoiding Impossibility Results,Jan Maly,Keywords:,13030,JAIR/2022/Proceedings/13030 - Ranking Sets of Objects: The Complexity of Avoiding Impossibility Results.pdf,,True,False,0,0,1,1,1,1,10
JAIR,2022,Ordinal Maximin Share Approximation for Goods,"Hadi Hosseini, Andrew Searns, Erel Segal-Halevi",Keywords:,13317,JAIR/2022/Proceedings/13317 - Ordinal Maximin Share Approximation for Goods.pdf,,True,False,0,0,1,1,1,1,9
JAIR,2022,Reward Machines: Exploiting Reward Function Structure in Reinforcement Learning,"Rodrigo  Toro Icarte, Toryn Q.  Klassen, Richard Valenzano, Sheila A. McIlraith",Keywords:,12440,JAIR/2022/Proceedings/12440 - Reward Machines: Exploiting Reward Function Structure in Reinforcement Learning.pdf,,False,True,4,4,1,1,2,1,4
JAIR,2022,Neural Character-Level Syntactic Parsing for Chinese,"Zuchao Li, Junru Zhou, Hai Zhao, Zhisong Zhang, Haonan Li, Yuqi Ju",Keywords:,13052,JAIR/2022/Proceedings/13052 - Neural Character-Level Syntactic Parsing for Chinese.pdf,,False,True,1,1,3,4,3,2,4
JAIR,2022,Predicting Decisions in Language Based Persuasion Games,"Reut Apel, Ido Erev, Roi Reichart, Moshe Tennenholtz",Keywords:,13510,JAIR/2022/Proceedings/13510 - Predicting Decisions in Language Based Persuasion Games.pdf,,False,True,1,1,2,1,2,1,3
JAIR,2022,On the Tractability of SHAP Explanations,"Guy Van den Broeck, Anton Lykov, Maximilian Schleich, Dan Suciu",Keywords:,13283,JAIR/2022/Proceedings/13283 - On the Tractability of SHAP Explanations.pdf,,True,False,0,0,1,1,1,1,9
JAIR,2022,Image Captioning as an Assistive Technology: Lessons Learned from VizWiz 2020 Challenge,"Pierre  Dognin, Igor Melnyk, Youssef Mroueh, Inkit Padhi, Mattia  Rigotti, Jarret  Ross, Yair  Schiff, Richard A. Young, Brian  Belgodere",Keywords:,13113,JAIR/2022/Proceedings/13113 - Image Captioning as an Assistive Technology: Lessons Learned from VizWiz 2020 Challenge.pdf,,False,True,1,1,10,2,4,1,8
JAIR,2022,The LM-Cut Heuristic Family for Optimal Numeric Planning with Simple Conditions,"Ryo Kuroiwa, Alexander Shleyfman, Chiara Piacentini, Margarita P. Castro, J. Christopher Beck",Keywords:,14034,JAIR/2022/Proceedings/14034 - The LM-Cut Heuristic Family for Optimal Numeric Planning with Simple Conditions.pdf,,False,True,22,22,1,5,1,1,5
JAIR,2022,Towards Evidence Retrieval Cost Reduction in Abstract Argumentation Frameworks with Fallible Evidence,"Andrea Cohen, Sebastian Gottifredi, Alejandro J. García, Guillermo R. Simari",Keywords:,13639,JAIR/2022/Proceedings/13639 - Towards Evidence Retrieval Cost Reduction in Abstract Argumentation Frameworks with Fallible Evidence.pdf,,False,True,1,1,1,2,1,1,5
JAIR,2022,Multilingual Machine Translation: Deep Analysis of Language-Specific Encoder-Decoders,"Carlos Escolano, Marta R. Costa-jussà, José A. R. Fonollosa",Keywords:,12699,JAIR/2022/Proceedings/12699 - Multilingual Machine Translation: Deep Analysis of Language-Specific Encoder-Decoders.pdf,,False,False,3,3,8,3,4,1,6
JAIR,2022,Better Decision Heuristics in CDCL through Local Search and Target Phases,"Shaowei Cai, Xindi Zhang, Mathias Fleury, Armin Biere",Keywords:,13666,JAIR/2022/Proceedings/13666 - Better Decision Heuristics in CDCL through Local Search and Target Phases.pdf,,False,True,4,4,1,4,1,2,4
JAIR,2022,Automatic Recognition of the General-Purpose Communicative Functions Defined by the ISO 24617-2 Standard for Dialog Act Annotation,"Eugénio Ribeiro, Ricardo Ribeiro, David Martins de Matos",Keywords:,13280,JAIR/2022/Proceedings/13280 - Automatic Recognition of the General-Purpose Communicative Functions Defined by the ISO 24617-2 Standard for Dialog Act Annotation.pdf,,False,False,3,3,8,2,5,1,5
JAIR,2022,Fine-grained Prediction of Political Leaning on Social Media with Unsupervised Deep Learning,"Tiziano Fagni, Stefano Cresci",Keywords:,13112,JAIR/2022/Proceedings/13112 - Fine-grained Prediction of Political Leaning on Social Media with Unsupervised Deep Learning.pdf,,False,False,1,1,5,1,9,3,8
JAIR,2022,Cooperation and Learning Dynamics under Wealth Inequality and Diversity in Individual Risk,"Ramona Merhej, Fernando P. Santos, Francisco S. Melo, Francisco C. Santos",Keywords:,13519,JAIR/2022/Proceedings/13519 - Cooperation and Learning Dynamics under Wealth Inequality and Diversity in Individual Risk.pdf,,False,False,0,1,10,6,4,2,4
JAIR,2022,Fair in the Eyes of Others,"Parham Shams, Aurélie Beynier, Sylvain Bouveret, Nicolas Maudet",Keywords:,13778,JAIR/2022/Proceedings/13778 - Fair in the Eyes of Others.pdf,,False,False,2,2,10,5,8,2,7
JAIR,2022,Proofs and Certificates for Max-SAT,"Matthieu Py, Mohamed Sami Cherif, Djamal Habet",Keywords:,13811,JAIR/2022/Proceedings/13811 - Proofs and Certificates for Max-SAT.pdf,,False,True,1,1,10,2,1,1,3
JAIR,2022,FFCI: A Framework for Interpretable Automatic Evaluation of Summarization,"Fajri Koto, Timothy Baldwin, Jey Han Lau",Keywords:,13167,JAIR/2022/Proceedings/13167 - FFCI: A Framework for Interpretable Automatic Evaluation of Summarization.pdf,,False,True,2,2,10,1,6,2,7
JAIR,2022,Efficient Learning of Interpretable Classification Rules,"Bishwamittra Ghosh, Dmitry Malioutov, Kuldeep S. Meel",Keywords:,13482,JAIR/2022/Proceedings/13482 - Efficient Learning of Interpretable Classification Rules.pdf,,False,True,15,15,2,4,3,1,4
JAIR,2022,A Metric Space for Point Process Excitations,"Myrl G. Marmarelis, Greg Ver Steeg, Aram Galstyan",Keywords:,13610,JAIR/2022/Proceedings/13610 - A Metric Space for Point Process Excitations.pdf,,False,False,2,3,10,6,9,3,8
JAIR,2022,Low-Rank Representation of Reinforcement Learning Policies,"Bogdan Mazoure, Thang Doan, Tianyu Li, Vladimir Makarenkov, Joelle Pineau, Doina Precup, Guillaume Rabusseau",Keywords:,13854,JAIR/2022/Proceedings/13854 - Low-Rank Representation of Reinforcement Learning Policies.pdf,,False,False,3,3,6,1,2,3,5
JAIR,2022,Joint Optimization of Concave Scalarized Multi-Objective Reinforcement Learning with Policy Gradient Based Algorithm,"Qinbo Bai, Mridul Agarwal, Vaneet Aggarwal",Keywords:,13981,JAIR/2022/Proceedings/13981 - Joint Optimization of Concave Scalarized Multi-Objective Reinforcement Learning with Policy Gradient Based Algorithm.pdf,,False,False,1,1,8,6,4,1,7
JAIR,2022,Incremental Event Calculus for Run-Time Reasoning,"Efthimis Tsilionis, Alexander Artikis, Georgios Paliouras",Keywords:,12695,JAIR/2022/Proceedings/12695 - Incremental Event Calculus for Run-Time Reasoning.pdf,,False,True,1,2,2,4,1,3,4
JAIR,2022,C-Face: Using Compare Face on Face Hallucination for Low-Resolution Face Recognition,"Feng Han, Xudong Wang, Furao Shen, Jian Zhao",Keywords:,13816,JAIR/2022/Proceedings/13816 - C-Face: Using Compare Face on Face Hallucination for Low-Resolution Face Recognition.pdf,,False,False,3,3,9,4,5,3,5
JAIR,2022,Initialization of Feature Selection Search for Classification,"Maria Luque-Rodriguez, Jose Molina-Baena, Alfonso Jimenez-Vilchez, Antonio Arauzo-Azofra",Keywords:,14015,JAIR/2022/Proceedings/14015 - Initialization of Feature Selection Search for Classification.pdf,,False,False,26,27,10,3,1,1,4
JAIR,2023,Generalizing Group Fairness in Machine Learning via Utilities,"Jack Blandin, Ian A. Kash",Keywords:,14238,JAIR/2023/Proceedings/14238 - Generalizing Group Fairness in Machine Learning via Utilities.pdf,,False,True,2,2,3,2,7,1,4
JAIR,2023,Online Bin Packing with Predictions,"Spyros Angelopoulos, Shahin Kamali, Kimia Shadkami",Keywords:,14820,JAIR/2023/Proceedings/14820 - Online Bin Packing with Predictions.pdf,,False,True,6,6,1,3,1,1,4
JAIR,2023,On the Parallel Parameterized Complexity of MaxSAT Variants,"Max Bannach, Malte Skambath, Till Tantau",Keywords:,14748,JAIR/2023/Proceedings/14748 - On the Parallel Parameterized Complexity of MaxSAT Variants.pdf,,True,False,0,0,1,1,1,1,9
JAIR,2023,FlexiBO: A Decoupled Cost-Aware Multi-Objective Optimization Approach for Deep Neural Networks,"Md Shahriar Iqbal, Jianhai Su, Lars Kotthoff, Pooyan Jamshidi",Keywords:,14139,JAIR/2023/Proceedings/14139 - FlexiBO: A Decoupled Cost-Aware Multi-Objective Optimization Approach for Deep Neural Networks.pdf,,False,True,6,6,1,2,1,2,4
